Date/Time,OFFICE_BACK_Zone Inverse Solution,OFFICE_CORE_Zone Inverse Solution,OFFICE_FRONT_Zone Inverse Solution,OFFICE_LEFT_Zone Inverse Solution,OFFICE_RIGHT_Zone Inverse Solution
 10/24  07:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  08:00:00,4.93,17.71,4.93,3.08,3.08
 10/24  09:00:00,4.93,17.71,4.93,3.08,3.08
 10/24  10:00:00,4.93,17.71,4.93,3.08,3.08
 10/24  11:00:00,4.93,17.71,4.93,3.08,3.08
 10/24  12:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  13:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  14:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  15:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  16:00:00,1.64,5.9,1.64,1.03,1.03
 10/24  17:00:00,0.82,2.95,0.82,0.51,0.51
 10/24  18:00:00,0.82,2.95,0.82,0.51,0.51
 10/24  19:00:00,0,0,0,0,0
 10/24  20:00:00,0,0,0,0,0
 10/24  21:00:00,0,0,0,0,0
 10/24  22:00:00,0,0,0,0,0
 10/24  23:00:00,0,0,0,0,0
 10/24  24:00:00,0,0,0,0,0
 10/25  01:00:00,0,0,0,0,0
 10/25  02:00:00,0,0,0,0,0
 10/25  03:00:00,0,0,0,0,0
 10/25  04:00:00,0,0,0,0,0
 10/25  05:00:00,0,0,0,0,0
 10/25  06:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  07:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  08:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  09:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  10:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  11:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  12:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  13:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  14:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  15:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  16:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  17:00:00,0.82,2.95,0.82,0.51,0.51
 10/25  18:00:00,0,0,0,0,0
 10/25  19:00:00,0,0,0,0,0
 10/25  20:00:00,0,0,0,0,0
 10/25  21:00:00,0,0,0,0,0
 10/25  22:00:00,0,0,0,0,0
 10/25  23:00:00,0,0,0,0,0
 10/25  24:00:00,0,0,0,0,0
 10/26  01:00:00,0,0,0,0,0
 10/26  02:00:00,0,0,0,0,0
 10/26  03:00:00,0,0,0,0,0
 10/26  04:00:00,0,0,0,0,0
 10/26  05:00:00,0,0,0,0,0
 10/26  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/26  07:00:00,3.29,11.81,3.29,2.06,2.06
 10/26  08:00:00,10.85333333,39.00333333,10.85666667,6.791666667,6.791666667
 10/26  09:00:00,15.41,55.365,15.41166667,9.645,9.645
 10/26  10:00:00,10.375,37.29166667,10.37833333,6.493333333,6.493333333
 10/26  11:00:00,6.843333333,24.605,6.848333333,4.28,4.281666667
 10/26  12:00:00,8.22,29.52,8.22,5.14,5.14
 10/26  13:00:00,11.165,40.135,11.16666667,6.986666667,6.986666667
 10/26  14:00:00,10.85,39.00333333,10.84833333,6.788333333,6.788333333
 10/26  15:00:00,15.07166667,54.15166667,15.07166667,9.43,9.431666667
 10/26  16:00:00,5.063333333,18.225,5.068333333,3.168333333,3.168333333
 10/26  17:00:00,2.758333333,9.94,2.763333333,1.728333333,1.728333333
 10/26  18:00:00,0.408333333,1.468333333,0.408333333,0.256666667,0.256666667
 10/26  19:00:00,1.586666667,5.706666667,1.586666667,0.996666667,0.996666667
 10/26  20:00:00,1.52,5.471666667,1.52,0.955,0.955
 10/26  21:00:00,0.871666667,3.136666667,0.871666667,0.546666667,0.546666667
 10/26  22:00:00,0.615,2.211666667,0.615,0.383333333,0.383333333
 10/26  23:00:00,0.203333333,0.725,0.203333333,0.125,0.125
 10/26  24:00:00,0,0,0,0,0
 10/27  01:00:00,0,0,0,0,0
 10/27  02:00:00,0,0,0,0,0
 10/27  03:00:00,0,0,0,0,0
 10/27  04:00:00,0,0,0,0,0
 10/27  05:00:00,0,0,0,0,0
 10/27  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/27  07:00:00,3.29,11.81,3.29,2.06,2.06
 10/27  08:00:00,10.67666667,38.35166667,10.67333333,6.68,6.678333333
 10/27  09:00:00,15.61,56.08,15.61,9.77,9.77
 10/27  10:00:00,10.50333333,37.74333333,10.50333333,6.571666667,6.575
 10/27  11:00:00,7.136666667,25.65833333,7.135,4.466666667,4.466666667
 10/27  12:00:00,8.22,29.52,8.22,5.14,5.14
 10/27  13:00:00,11.00166667,39.53666667,10.99833333,6.883333333,6.885
 10/27  14:00:00,10.96166667,39.39666667,10.95833333,6.856666667,6.858333333
 10/27  15:00:00,15.355,55.16333333,15.355,9.606666667,9.606666667
 10/27  16:00:00,5.005,18.00666667,5.008333333,3.131666667,3.131666667
 10/27  17:00:00,2.941666667,10.58166667,2.941666667,1.84,1.84
 10/27  18:00:00,0.288333333,1.035,0.288333333,0.18,0.18
 10/27  19:00:00,1.395,5.013333333,1.395,0.873333333,0.873333333
 10/27  20:00:00,1.26,4.528333333,1.26,0.79,0.79
 10/27  21:00:00,1.205,4.33,1.205,0.753333333,0.753333333
 10/27  22:00:00,0.671666667,2.411666667,0.671666667,0.418333333,0.418333333
 10/27  23:00:00,0.205,0.74,0.206666667,0.128333333,0.128333333
 10/27  24:00:00,0,0,0,0,0
 10/28  01:00:00,0,0,0,0,0
 10/28  02:00:00,0,0,0,0,0
 10/28  03:00:00,0,0,0,0,0
 10/28  04:00:00,0,0,0,0,0
 10/28  05:00:00,0,0,0,0,0
 10/28  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/28  07:00:00,3.29,11.81,3.29,2.06,2.06
 10/28  08:00:00,10.75833333,38.65833333,10.75833333,6.73,6.73
 10/28  09:00:00,15.61,56.08,15.61,9.77,9.77
 10/28  10:00:00,10.50833333,37.76333333,10.49833333,6.575,6.575
 10/28  11:00:00,7,25.15833333,6.97,4.38,4.38
 10/28  12:00:00,8.22,29.52,8.22,5.14,5.14
 10/28  13:00:00,10.68833333,38.41833333,10.66333333,6.678333333,6.686666667
 10/28  14:00:00,11.03333333,39.68,11.02833333,6.891666667,6.903333333
 10/28  15:00:00,15.31166667,55.02666667,15.31333333,9.57,9.58
 10/28  16:00:00,5.303333333,19.09333333,5.318333333,3.311666667,3.315
 10/28  17:00:00,2.638333333,9.505,2.655,1.66,1.65
 10/28  18:00:00,0.163333333,0.59,0.165,0.103333333,0.103333333
 10/28  19:00:00,1.198333333,4.31,1.198333333,0.753333333,0.751666667
 10/28  20:00:00,1.471666667,5.293333333,1.473333333,0.923333333,0.923333333
 10/28  21:00:00,0.733333333,2.64,0.736666667,0.46,0.46
 10/28  22:00:00,0.408333333,1.468333333,0.408333333,0.255,0.255
 10/28  23:00:00,0.135,0.486666667,0.135,0.076666667,0.076666667
 10/28  24:00:00,0,0,0,0,0
 10/29  01:00:00,0,0,0,0,0
 10/29  02:00:00,0,0,0,0,0
 10/29  03:00:00,0,0,0,0,0
 10/29  04:00:00,0,0,0,0,0
 10/29  05:00:00,0,0,0,0,0
 10/29  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/29  07:00:00,3.29,11.81,3.29,2.06,2.06
 10/29  08:00:00,15.6,56.055,15.60166667,9.765,9.763333333
 10/29  09:00:00,14.38666667,51.71333333,14.38666667,9.006666667,9.001666667
 10/29  10:00:00,12.48,44.85833333,12.45833333,7.811666667,7.806666667
 10/29  11:00:00,7.06,25.37666667,7.04,4.42,4.421666667
 10/29  12:00:00,8.22,29.52,8.22,5.14,5.14
 10/29  13:00:00,12.51333333,44.99666667,12.5,7.825,7.833333333
 10/29  14:00:00,14.43,51.89166667,14.425,9.016666667,9.031666667
 10/29  15:00:00,11.83833333,42.58,11.84833333,7.395,7.41
 10/29  16:00:00,7.22,26,7.241666667,4.513333333,4.518333333
 10/29  17:00:00,2.915,10.51,2.938333333,1.833333333,1.826666667
 10/29  18:00:00,0.253333333,0.918333333,0.258333333,0.16,0.16
 10/29  19:00:00,1.611666667,5.796666667,1.611666667,1.011666667,1.011666667
 10/29  20:00:00,1.416666667,5.096666667,1.418333333,0.89,0.888333333
 10/29  21:00:00,0.518333333,1.861666667,0.518333333,0.325,0.325
 10/29  22:00:00,0.581666667,2.091666667,0.581666667,0.361666667,0.361666667
 10/29  23:00:00,0.245,0.885,0.248333333,0.155,0.155
 10/29  24:00:00,0,0,0,0,0
 10/30  01:00:00,0,0,0,0,0
 10/30  02:00:00,0,0,0,0,0
 10/30  03:00:00,0,0,0,0,0
 10/30  04:00:00,0,0,0,0,0
 10/30  05:00:00,0,0,0,0,0
 10/30  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/30  07:00:00,3.29,11.81,3.29,2.06,2.06
 10/30  08:00:00,13.63333333,48.98666667,13.62,8.533333333,8.518333333
 10/30  09:00:00,13.245,47.58,13.21666667,8.288333333,8.278333333
 10/30  10:00:00,15.16333333,54.48666667,15.13666667,9.49,9.49
 10/30  11:00:00,6.186666667,22.24166667,6.165,3.873333333,3.878333333
 10/30  12:00:00,8.22,29.52,8.22,5.14,5.14
 10/30  13:00:00,15.61,56.08,15.61,9.77,9.77
 10/30  14:00:00,9.861666667,35.48166667,9.866666667,6.156666667,6.18
 10/30  15:00:00,11.51833333,41.43,11.53833333,7.196666667,7.216666667
 10/30  16:00:00,9.67,34.8,9.701666667,6.048333333,6.058333333
 10/30  17:00:00,2.991666667,10.80166667,3.03,1.885,1.878333333
 10/30  18:00:00,0.06,0.218333333,0.061666667,0.038333333,0.038333333
 10/30  19:00:00,1.413333333,5.081666667,1.413333333,0.888333333,0.886666667
 10/30  20:00:00,1.303333333,4.69,1.305,0.818333333,0.818333333
 10/30  21:00:00,0.72,2.583333333,0.72,0.45,0.45
 10/30  22:00:00,0.595,2.136666667,0.593333333,0.37,0.37
 10/30  23:00:00,0.146666667,0.523333333,0.145,0.091666667,0.091666667
 10/30  24:00:00,0,0,0,0,0
 10/31  01:00:00,0,0,0,0,0
 10/31  02:00:00,0,0,0,0,0
 10/31  03:00:00,0,0,0,0,0
 10/31  04:00:00,0,0,0,0,0
 10/31  05:00:00,0,0,0,0,0
 10/31  06:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  07:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  08:00:00,4.93,17.71,4.93,3.08,3.08
 10/31  09:00:00,4.93,17.71,4.93,3.08,3.08
 10/31  10:00:00,4.93,17.71,4.93,3.08,3.08
 10/31  11:00:00,4.928333333,17.71,4.93,3.08,3.08
 10/31  12:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  13:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  14:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  15:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  16:00:00,1.64,5.9,1.64,1.03,1.03
 10/31  17:00:00,0.82,2.95,0.82,0.51,0.51
 10/31  18:00:00,0.82,2.95,0.82,0.51,0.51
 10/31  19:00:00,0,0,0,0,0
 10/31  20:00:00,0,0,0,0,0
 10/31  21:00:00,0,0,0,0,0
 10/31  22:00:00,0,0,0,0,0
 10/31  23:00:00,0,0,0,0,0
 10/31  24:00:00,0,0,0,0,0
 11/01  01:00:00,0,0,0,0,0
 11/01  02:00:00,0,0,0,0,0
 11/01  03:00:00,0,0,0,0,0
 11/01  04:00:00,0,0,0,0,0
 11/01  05:00:00,0,0,0,0,0
 11/01  06:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  07:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  08:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  09:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  10:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  11:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  12:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  13:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  14:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  15:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  16:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  17:00:00,0.82,2.95,0.82,0.51,0.51
 11/01  18:00:00,0,0,0,0,0
 11/01  19:00:00,0,0,0,0,0
 11/01  20:00:00,0,0,0,0,0
 11/01  21:00:00,0,0,0,0,0
 11/01  22:00:00,0,0,0,0,0
 11/01  23:00:00,0,0,0,0,0
 11/01  24:00:00,0,0,0,0,0
 11/02  01:00:00,0,0,0,0,0
 11/02  02:00:00,0,0,0,0,0
 11/02  03:00:00,0,0,0,0,0
 11/02  04:00:00,0,0,0,0,0
 11/02  05:00:00,0,0,0,0,0
 11/02  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/02  07:00:00,3.29,11.81,3.29,2.06,2.06
 11/02  08:00:00,10.87333333,39.08666667,10.87833333,6.805,6.803333333
 11/02  09:00:00,15.60333333,56.06166667,15.60333333,9.765,9.765
 11/02  10:00:00,10.51666667,37.81333333,10.51666667,6.581666667,6.581666667
 11/02  11:00:00,6.795,24.43666667,6.795,4.25,4.25
 11/02  12:00:00,8.22,29.52,8.22,5.14,5.14
 11/02  13:00:00,10.89833333,39.185,10.9,6.816666667,6.816666667
 11/02  14:00:00,10.91166667,39.26166667,10.91833333,6.83,6.83
 11/02  15:00:00,15.10833333,54.295,15.10833333,9.453333333,9.453333333
 11/02  16:00:00,4.62,16.635,4.62,2.89,2.89
 11/02  17:00:00,2.725,9.813333333,2.725,1.705,1.705
 11/02  18:00:00,0.25,0.896666667,0.25,0.156666667,0.156666667
 11/02  19:00:00,1.22,4.388333333,1.22,0.765,0.765
 11/02  20:00:00,1.488333333,5.351666667,1.488333333,0.931666667,0.931666667
 11/02  21:00:00,0.676666667,2.433333333,0.676666667,0.425,0.425
 11/02  22:00:00,0.625,2.248333333,0.625,0.39,0.39
 11/02  23:00:00,0.241666667,0.871666667,0.241666667,0.15,0.15
 11/02  24:00:00,0,0,0,0,0
 11/03  01:00:00,0,0,0,0,0
 11/03  02:00:00,0,0,0,0,0
 11/03  03:00:00,0,0,0,0,0
 11/03  04:00:00,0,0,0,0,0
 11/03  05:00:00,0,0,0,0,0
 11/03  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/03  07:00:00,3.29,11.81,3.29,2.06,2.06
 11/03  08:00:00,10.96,39.4,10.95166667,6.858333333,6.853333333
 11/03  09:00:00,15.61,56.08,15.61,9.77,9.77
 11/03  10:00:00,10.64833333,38.28333333,10.63333333,6.665,6.665
 11/03  11:00:00,6.961666667,25.04166667,6.951666667,4.355,4.358333333
 11/03  12:00:00,8.22,29.52,8.22,5.14,5.14
 11/03  13:00:00,10.87666667,39.13,10.875,6.801666667,6.81
 11/03  14:00:00,10.875,39.11833333,10.87666667,6.798333333,6.808333333
 11/03  15:00:00,15.38333333,55.30166667,15.39166667,9.621666667,9.63
 11/03  16:00:00,5.075,18.285,5.085,3.171666667,3.181666667
 11/03  17:00:00,2.891666667,10.42166667,2.901666667,1.811666667,1.811666667
 11/03  18:00:00,0.331666667,1.193333333,0.331666667,0.208333333,0.208333333
 11/03  19:00:00,1.475,5.305,1.475,0.925,0.925
 11/03  20:00:00,1.331666667,4.791666667,1.331666667,0.835,0.835
 11/03  21:00:00,1.133333333,4.073333333,1.133333333,0.71,0.71
 11/03  22:00:00,0.646666667,2.325,0.646666667,0.403333333,0.403333333
 11/03  23:00:00,0.136666667,0.491666667,0.136666667,0.085,0.085
 11/03  24:00:00,0,0,0,0,0
 11/04  01:00:00,0,0,0,0,0
 11/04  02:00:00,0,0,0,0,0
 11/04  03:00:00,0,0,0,0,0
 11/04  04:00:00,0,0,0,0,0
 11/04  05:00:00,0,0,0,0,0
 11/04  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/04  07:00:00,3.29,11.81,3.29,2.06,2.06
 11/04  08:00:00,10.96833333,39.405,10.96666667,6.861666667,6.86
 11/04  09:00:00,15.56166667,55.90833333,15.56166667,9.74,9.74
 11/04  10:00:00,10.69333333,38.42,10.68833333,6.691666667,6.691666667
 11/04  11:00:00,7.04,25.30166667,7.028333333,4.406666667,4.406666667
 11/04  12:00:00,8.22,29.52,8.22,5.14,5.14
 11/04  13:00:00,11.02833333,39.63666667,11.02333333,6.895,6.905
 11/04  14:00:00,10.91333333,39.23,10.91166667,6.818333333,6.828333333
 11/04  15:00:00,15.235,54.745,15.24166667,9.531666667,9.535
 11/04  16:00:00,5.193333333,18.685,5.205,3.248333333,3.248333333
 11/04  17:00:00,2.96,10.65833333,2.97,1.856666667,1.853333333
 11/04  18:00:00,0.141666667,0.505,0.141666667,0.088333333,0.088333333
 11/04  19:00:00,1.43,5.143333333,1.43,0.896666667,0.896666667
 11/04  20:00:00,1.428333333,5.138333333,1.428333333,0.896666667,0.896666667
 11/04  21:00:00,0.583333333,2.101666667,0.583333333,0.365,0.365
 11/04  22:00:00,0.638333333,2.295,0.638333333,0.396666667,0.396666667
 11/04  23:00:00,0.075,0.266666667,0.075,0.046666667,0.046666667
 11/04  24:00:00,0,0,0,0,0
 11/05  01:00:00,0,0,0,0,0
 11/05  02:00:00,0,0,0,0,0
 11/05  03:00:00,0,0,0,0,0
 11/05  04:00:00,0,0,0,0,0
 11/05  05:00:00,0,0,0,0,0
 11/05  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/05  07:00:00,3.29,11.81,3.29,2.06,2.06
 11/05  08:00:00,15.205,54.62333333,15.205,9.516666667,9.516666667
 11/05  09:00:00,14.42,51.80666667,14.42,9.023333333,9.023333333
 11/05  10:00:00,12.27333333,44.09833333,12.275,7.68,7.68
 11/05  11:00:00,6.876666667,24.71333333,6.88,4.303333333,4.303333333
 11/05  12:00:00,8.22,29.52,8.22,5.14,5.14
 11/05  13:00:00,12.44833333,44.73166667,12.44333333,7.79,7.79
 11/05  14:00:00,14.44,51.875,14.44,9.033333333,9.035
 11/05  15:00:00,11.86833333,42.655,11.87166667,7.426666667,7.426666667
 11/05  16:00:00,7.001666667,25.17166667,7,4.376666667,4.378333333
 11/05  17:00:00,2.781666667,10.00333333,2.783333333,1.741666667,1.74
 11/05  18:00:00,0.283333333,1.021666667,0.283333333,0.171666667,0.171666667
 11/05  19:00:00,1.401666667,5.04,1.4,0.878333333,0.878333333
 11/05  20:00:00,1.44,5.18,1.44,0.903333333,0.903333333
 11/05  21:00:00,0.633333333,2.28,0.633333333,0.396666667,0.396666667
 11/05  22:00:00,0.511666667,1.843333333,0.511666667,0.32,0.32
 11/05  23:00:00,0.306666667,1.098333333,0.306666667,0.191666667,0.191666667
 11/05  24:00:00,0,0,0,0,0
 11/06  01:00:00,0,0,0,0,0
 11/06  02:00:00,0,0,0,0,0
 11/06  03:00:00,0,0,0,0,0
 11/06  04:00:00,0,0,0,0,0
 11/06  05:00:00,0,0,0,0,0
 11/06  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/06  07:00:00,3.29,11.81,3.29,2.06,2.06
 11/06  08:00:00,13.61333333,48.91833333,13.615,8.518333333,8.52
 11/06  09:00:00,13.14666667,47.25333333,13.14666667,8.226666667,8.226666667
 11/06  10:00:00,15.065,54.13333333,15.05833333,9.426666667,9.426666667
 11/06  11:00:00,6.106666667,21.955,6.103333333,3.82,3.82
 11/06  12:00:00,8.22,29.52,8.22,5.14,5.14
 11/06  13:00:00,15.55666667,55.89333333,15.55666667,9.735,9.736666667
 11/06  14:00:00,9.566666667,34.41333333,9.57,5.986666667,5.986666667
 11/06  15:00:00,11.62,41.77833333,11.62166667,7.27,7.27
 11/06  16:00:00,9.59,34.50166667,9.593333333,6.003333333,6.003333333
 11/06  17:00:00,2.588333333,9.318333333,2.588333333,1.616666667,1.618333333
 11/06  18:00:00,0.273333333,0.983333333,0.273333333,0.171666667,0.171666667
 11/06  19:00:00,1.528333333,5.495,1.528333333,0.958333333,0.958333333
 11/06  20:00:00,1.363333333,4.906666667,1.363333333,0.855,0.855
 11/06  21:00:00,0.666666667,2.403333333,0.666666667,0.42,0.42
 11/06  22:00:00,0.686666667,2.473333333,0.686666667,0.428333333,0.428333333
 11/06  23:00:00,0.2,0.723333333,0.2,0.126666667,0.126666667
 11/06  24:00:00,0,0,0,0,0
 11/07  01:00:00,0,0,0,0,0
 11/07  02:00:00,0,0,0,0,0
 11/07  03:00:00,0,0,0,0,0
 11/07  04:00:00,0,0,0,0,0
 11/07  05:00:00,0,0,0,0,0
 11/07  06:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  07:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  08:00:00,4.93,17.71,4.93,3.08,3.08
 11/07  09:00:00,4.885,17.55166667,4.885,3.053333333,3.053333333
 11/07  10:00:00,4.93,17.71,4.93,3.08,3.08
 11/07  11:00:00,4.926666667,17.705,4.926666667,3.078333333,3.078333333
 11/07  12:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  13:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  14:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  15:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  16:00:00,1.64,5.9,1.64,1.03,1.03
 11/07  17:00:00,0.82,2.95,0.82,0.51,0.51
 11/07  18:00:00,0.82,2.95,0.82,0.51,0.51
 11/07  19:00:00,0,0,0,0,0
 11/07  20:00:00,0,0,0,0,0
 11/07  21:00:00,0,0,0,0,0
 11/07  22:00:00,0,0,0,0,0
 11/07  23:00:00,0,0,0,0,0
 11/07  24:00:00,0,0,0,0,0
 11/08  01:00:00,0,0,0,0,0
 11/08  02:00:00,0,0,0,0,0
 11/08  03:00:00,0,0,0,0,0
 11/08  04:00:00,0,0,0,0,0
 11/08  05:00:00,0,0,0,0,0
 11/08  06:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  07:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  08:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  09:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  10:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  11:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  12:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  13:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  14:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  15:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  16:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  17:00:00,0.82,2.95,0.82,0.51,0.51
 11/08  18:00:00,0,0,0,0,0
 11/08  19:00:00,0,0,0,0,0
 11/08  20:00:00,0,0,0,0,0
 11/08  21:00:00,0,0,0,0,0
 11/08  22:00:00,0,0,0,0,0
 11/08  23:00:00,0,0,0,0,0
 11/08  24:00:00,0,0,0,0,0
 11/09  01:00:00,0,0,0,0,0
 11/09  02:00:00,0,0,0,0,0
 11/09  03:00:00,0,0,0,0,0
 11/09  04:00:00,0,0,0,0,0
 11/09  05:00:00,0,0,0,0,0
 11/09  06:00:00,0,0,0,0,0
 11/09  07:00:00,1.266666667,4.548333333,1.266666667,0.791666667,0.791666667
 11/09  08:00:00,3.078333333,11.05666667,3.078333333,1.928333333,1.928333333
 11/09  09:00:00,14.39333333,51.72,14.39,9.006666667,9.006666667
 11/09  10:00:00,10.80333333,38.84333333,10.80333333,6.763333333,6.76
 11/09  11:00:00,15.58,55.98,15.58,9.751666667,9.75
 11/09  12:00:00,10.62833333,38.21333333,10.61166667,6.648333333,6.648333333
 11/09  13:00:00,6.898333333,24.80166667,6.886666667,4.316666667,4.316666667
 11/09  14:00:00,14.96333333,53.77166667,14.96,9.363333333,9.363333333
 11/09  15:00:00,11.25333333,40.465,11.25666667,7.038333333,7.046666667
 11/09  16:00:00,10.89333333,39.17333333,10.905,6.813333333,6.82
 11/09  17:00:00,15.40666667,55.38166667,15.42333333,9.641666667,9.641666667
 11/09  18:00:00,4.516666667,16.23,4.52,2.823333333,2.823333333
 11/09  19:00:00,0.761666667,2.741666667,0.765,0.478333333,0.478333333
 11/09  20:00:00,1.08,3.881666667,1.081666667,0.678333333,0.676666667
 11/09  21:00:00,1.41,5.071666667,1.411666667,0.883333333,0.883333333
 11/09  22:00:00,1.503333333,5.408333333,1.505,0.945,0.945
 11/09  23:00:00,0.513333333,1.851666667,0.515,0.321666667,0.321666667
 11/09  24:00:00,0.618333333,2.218333333,0.618333333,0.385,0.385
 11/10  01:00:00,0,0,0,0,0
 11/10  02:00:00,0,0,0,0,0
 11/10  03:00:00,0,0,0,0,0
 11/10  04:00:00,0,0,0,0,0
 11/10  05:00:00,0,0,0,0,0
 11/10  06:00:00,0,0,0,0,0
 11/10  07:00:00,1.331666667,4.786666667,1.331666667,0.836666667,0.836666667
 11/10  08:00:00,2.996666667,10.765,2.998333333,1.876666667,1.876666667
 11/10  09:00:00,14.55666667,52.30166667,14.55833333,9.11,9.108333333
 11/10  10:00:00,10.61166667,38.14833333,10.61833333,6.643333333,6.643333333
 11/10  11:00:00,15.35,55.14833333,15.35166667,9.606666667,9.606666667
 11/10  12:00:00,10.28666667,36.97666667,10.28666667,6.438333333,6.436666667
 11/10  13:00:00,6.908333333,24.82333333,6.905,4.321666667,4.323333333
 11/10  14:00:00,15.10166667,54.25666667,15.1,9.45,9.45
 11/10  15:00:00,11.20333333,40.265,11.20666667,7.01,7.01
 11/10  16:00:00,10.94166667,39.32833333,10.94333333,6.845,6.845
 11/10  17:00:00,15.37166667,55.23333333,15.37666667,9.62,9.62
 11/10  18:00:00,4.296666667,15.43833333,4.296666667,2.688333333,2.688333333
 11/10  19:00:00,0.948333333,3.405,0.948333333,0.595,0.593333333
 11/10  20:00:00,1.085,3.903333333,1.086666667,0.681666667,0.681666667
 11/10  21:00:00,1.586666667,5.705,1.586666667,0.993333333,0.993333333
 11/10  22:00:00,1.565,5.63,1.565,0.981666667,0.981666667
 11/10  23:00:00,0.611666667,2.208333333,0.611666667,0.38,0.38
 11/10  24:00:00,0.806666667,2.898333333,0.806666667,0.501666667,0.501666667
 11/11  01:00:00,0,0,0,0,0
 11/11  02:00:00,0,0,0,0,0
 11/11  03:00:00,0,0,0,0,0
 11/11  04:00:00,0,0,0,0,0
 11/11  05:00:00,0,0,0,0,0
 11/11  06:00:00,0,0,0,0,0
 11/11  07:00:00,0.785,2.823333333,0.785,0.488333333,0.488333333
 11/11  08:00:00,0.785,2.821666667,0.785,0.488333333,0.488333333
 11/11  09:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  10:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  11:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  12:00:00,0.808333333,2.906666667,0.808333333,0.503333333,0.503333333
 11/11  13:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  14:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  15:00:00,0.813333333,2.923333333,0.813333333,0.506666667,0.506666667
 11/11  16:00:00,0.786666667,2.831666667,0.786666667,0.49,0.49
 11/11  17:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  18:00:00,0.82,2.95,0.82,0.51,0.51
 11/11  19:00:00,0,0,0,0,0
 11/11  20:00:00,0,0,0,0,0
 11/11  21:00:00,0,0,0,0,0
 11/11  22:00:00,0,0,0,0,0
 11/11  23:00:00,0,0,0,0,0
 11/11  24:00:00,0,0,0,0,0
 11/12  01:00:00,0,0,0,0,0
 11/12  02:00:00,0,0,0,0,0
 11/12  03:00:00,0,0,0,0,0
 11/12  04:00:00,0,0,0,0,0
 11/12  05:00:00,0,0,0,0,0
 11/12  06:00:00,0,0,0,0,0
