Date/Time,Target_S1 BACK:Zone People Occupant Count,Target_S1 CORE:Zone People Occupant Count,Target_S1 FRONT:Zone People Occupant Count,Target_S1 LEFT:Zone People Occupant Count,Target_S1 RIGHT:Zone People Occupant Count,Target_S1 BACK:Zone Infiltration Air Change,Target_S1 CORE:Zone Infiltration Air Change,Target_S1 FRONT:Zone Infiltration Air Change,Target_S1 LEFT:Zone Infiltration Air Change,Target_S1 RIGHT:Zone Infiltration Air Change,Baseline_S1 BACK:Zone People Occupant Count,Baseline_S1 CORE:Zone People Occupant Count,Baseline_S1 FRONT:Zone People Occupant Count,Baseline_S1 LEFT:Zone People Occupant Count,Baseline_S1 RIGHT:Zone People Occupant Count,Baseline_S1 BACK:Zone Infiltration Air Change,Baseline_S1 CORE:Zone Infiltration Air Change,Baseline_S1 FRONT:Zone Infiltration Air Change,Baseline_S1 LEFT:Zone Infiltration Air Change,Baseline_S1 RIGHT:Zone Infiltration Air Change
 05/09  19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/09  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/09  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/09  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/09  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/09  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  06:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  07:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  08:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  09:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  10:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  11:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  12:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  13:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  14:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  15:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  16:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  17:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 05/10  18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/10  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 05/11  01:00:00,0,0,0,0,0,2.503634946,2.501106478,2.505137966,2.507763559,2.505278388,0,0,0,0,0,1.001837125,1.000840466,1.002509069,1.003624524,1.002605078
 05/11  02:00:00,0,0,0,0,0,2.517502654,2.514304014,2.51884013,2.521392838,2.519071216,0,0,0,0,0,1.008391964,1.007192891,1.009007503,1.010112991,1.009134333
 05/11  03:00:00,0,0,0,0,0,2.513880423,2.510629432,2.515147479,2.51759413,2.515384888,0,0,0,0,0,1.007570395,1.006268873,1.0081617,1.009242109,1.008294037
 05/11  04:00:00,0,0,0,0,0,2.512939537,2.510058774,2.514141907,2.516450211,2.514342636,0,0,0,0,0,1.007260614,1.006049704,1.007831006,1.008869406,1.007949572
 05/11  05:00:00,0,0,0,0,0,2.494445652,2.492523281,2.495238134,2.497050942,2.495507202,0,0,0,0,0,1.000684206,1.000056484,1.001082431,1.001918347,1.00121101
 05/11  06:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.487994139,2.486312562,2.488620068,2.490205578,2.489261037,1.095368,3.935715328,1.095368,0.685412,0.685412,0.997602525,0.997023176,0.997945733,0.998699123,0.998200024
 05/11  07:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.74141404,0.740987001,0.741612857,0.742063713,0.742285139,2.190736,7.871430656,2.190736,1.370824,1.370824,0.247688334,0.247599122,0.247774577,0.247945396,0.247971948
 05/11  08:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.738480823,0.738545742,0.738710365,0.739043262,0.740141295,10.405996,37.38929562,10.405996,6.511414,6.511414,0.246663261,0.246766573,0.24674959,0.246876483,0.247172753
 05/11  09:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.732719892,0.733066108,0.732971973,0.733192473,0.734744574,10.405996,37.38929562,10.405996,6.511414,6.511414,0.244894564,0.245143612,0.244993848,0.245071981,0.245506126
 05/11  10:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.728184585,0.72878178,0.72859262,0.728560478,0.730011609,10.405996,37.38929562,10.405996,6.511414,6.511414,0.243267164,0.243617311,0.243366196,0.243407635,0.243811898
 05/11  11:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.728603465,0.72933338,0.729230715,0.728920193,0.729854871,10.405996,37.38929562,10.405996,6.511414,6.511414,0.243640664,0.244084862,0.243763475,0.243750961,0.243977366
 05/11  12:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.727972115,0.728631479,0.728666034,0.728270816,0.728745154,5.47684,19.67857664,5.47684,3.42706,3.42706,0.243829641,0.24426451,0.243979023,0.243928995,0.244050704
 05/11  13:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.728550939,0.729205444,0.729336019,0.728857641,0.729155469,10.405996,37.38929562,10.405996,6.511414,6.511414,0.243902687,0.244077198,0.24399973,0.243969877,0.244006663
 05/11  14:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.73127783,0.731953858,0.732100131,0.731803618,0.731864054,10.405996,37.38929562,10.405996,6.511414,6.511414,0.244653417,0.244690145,0.244639722,0.244641663,0.244637835
 05/11  15:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.731213289,0.731904695,0.731994049,0.73229348,0.731800479,10.405996,37.38929562,10.405996,6.511414,6.511414,0.244439624,0.244473408,0.244427725,0.244419529,0.244424518
 05/11  16:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.726935302,0.727607564,0.727522392,0.727798091,0.727507738,10.405996,37.38929562,10.405996,6.511414,6.511414,0.24263263,0.242661015,0.24262526,0.242613014,0.24262225
 05/11  17:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.723987825,0.724243234,0.724465299,0.725256161,0.724597737,3.286104,11.80714598,3.286104,2.056236,2.056236,0.242243681,0.242362235,0.242298792,0.242342227,0.242322454
 05/11  18:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.726772921,0.726764955,0.727200743,0.727903969,0.72740533,1.095368,3.935715328,1.095368,0.685412,0.685412,0.24330551,0.243429264,0.243407631,0.243602438,0.243486274
 05/11  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.44242837,2.442599586,2.44366493,2.444734918,2.444336482,1.095368,3.935715328,1.095368,0.685412,0.685412,0.979703344,0.980031917,0.980133302,0.980579493,0.980478166
 05/11  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.452015792,2.452083167,2.453246572,2.454013938,2.45394215,1.095368,3.935715328,1.095368,0.685412,0.685412,0.982891549,0.983114536,0.983355144,0.983693942,0.983714738
 05/11  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.456639407,2.456566699,2.457852815,2.458626456,2.458529468,1.095368,3.935715328,1.095368,0.685412,0.685412,0.984821152,0.984995593,0.985302195,0.985646759,0.985651429
 05/11  22:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.465400392,2.465184701,2.466592847,2.467403243,2.467237023,0.547684,1.967857664,0.547684,0.342706,0.342706,0.98795885,0.988053801,0.988449661,0.988816614,0.988783931
 05/11  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.469943339,2.469661973,2.471090854,2.471925367,2.471706914,0.547684,1.967857664,0.547684,0.342706,0.342706,0.989605629,0.989658965,0.990091915,0.990474085,0.990410728
 05/11  24:00:00,0,0,0,0,0,2.496078431,2.495125935,2.497609443,2.498552589,2.498237748,0,0,0,0,0,0.998882188,0.998558135,0.999537612,0.999981452,0.999877305
 05/12  01:00:00,0,0,0,0,0,2.510118579,2.508723114,2.51171654,2.512749121,2.512393653,0,0,0,0,0,1.005385204,1.004890914,1.006089819,1.006570338,1.00644105
 05/12  02:00:00,0,0,0,0,0,2.513593325,2.511746236,2.515149453,2.516256845,2.515887822,0,0,0,0,0,1.0076699,1.006985062,1.008364732,1.008880054,1.008739312
 05/12  03:00:00,0,0,0,0,0,2.511398413,2.509396872,2.512898681,2.514003036,2.513636956,0,0,0,0,0,1.006881809,1.006083629,1.007558489,1.008083728,1.007938506
 05/12  04:00:00,0,0,0,0,0,2.513494225,2.511434937,2.514940217,2.516043005,2.515683088,0,0,0,0,0,1.007766215,1.006938683,1.008420052,1.008942651,1.00879675
 05/12  05:00:00,0,0,0,0,0,2.48827313,2.486859385,2.489247146,2.490231228,2.489957453,0,0,0,0,0,0.998333706,0.997967898,0.998783728,0.999234169,0.999121396
 05/12  06:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.487669161,2.486347049,2.488354566,2.489217071,2.489956829,1.095368,3.935715328,1.095368,0.685412,0.685412,0.996990597,0.996636498,0.997373853,0.997785167,0.998016066
 05/12  07:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.740352716,0.74002055,0.740575614,0.740793209,0.742062726,2.190736,7.871430656,2.190736,1.370824,1.370824,0.247593666,0.247554928,0.24768987,0.247771967,0.248146431
 05/12  08:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.738686993,0.738882291,0.7389665,0.739078049,0.741260677,10.405996,37.38929562,10.405996,6.511414,6.511414,0.246850581,0.247002003,0.246951228,0.246993344,0.247659051
 05/12  09:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.735477647,0.735853912,0.735771978,0.735803671,0.738066804,10.405996,37.38929562,10.405996,6.511414,6.511414,0.245955731,0.246223213,0.246070187,0.246074368,0.24676066
 05/12  10:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.734440981,0.735026791,0.734911763,0.734691377,0.736759666,10.405996,37.38929562,10.405996,6.511414,6.511414,0.245524999,0.245881103,0.245642277,0.245614761,0.246236759
 05/12  11:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.735625163,0.736297564,0.736328993,0.735832959,0.737259449,10.405996,37.38929562,10.405996,6.511414,6.511414,0.246209733,0.246636853,0.24635502,0.246276509,0.246679314
 05/12  12:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.730063829,0.730704284,0.731043244,0.73025701,0.731223584,5.47684,19.67857664,5.47684,3.42706,3.42706,0.244614402,0.245004312,0.24480698,0.244673698,0.24494507
 05/12  13:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.731884007,0.732372448,0.732582953,0.732078025,0.732844168,10.405996,37.38929562,10.405996,6.511414,6.511414,0.245094669,0.245305352,0.24522898,0.245153367,0.245258787
 05/12  14:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.737187766,0.737351767,0.737674276,0.737450903,0.738185226,10.405996,37.38929562,10.405996,6.511414,6.511414,0.247024468,0.247264092,0.247155038,0.24710349,0.247336631
 05/12  15:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.738634649,0.73870416,0.739114223,0.73911486,0.739664758,10.405996,37.38929562,10.405996,6.511414,6.511414,0.247475116,0.247668847,0.2476054,0.247612831,0.247818212
 05/12  16:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.732094312,0.732591164,0.732599769,0.733624113,0.733047008,10.405996,37.38929562,10.405996,6.511414,6.511414,0.24496136,0.245271454,0.245103812,0.245399406,0.245289273
 05/12  17:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.727625332,0.727942152,0.728037355,0.728515979,0.728548478,3.286104,11.80714598,3.286104,2.056236,2.056236,0.243584879,0.243846216,0.243715362,0.243867184,0.243905404
 05/12  18:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.738007705,0.737949888,0.738390004,0.738517422,0.738983786,1.095368,3.935715328,1.095368,0.685412,0.685412,0.247114455,0.247236753,0.247237302,0.24728607,0.247456632
 05/12  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.486320177,2.485518083,2.487437484,2.487754122,2.48930396,1.095368,3.935715328,1.095368,0.685412,0.685412,0.998591654,0.998706817,0.999059312,0.99921338,0.999938345
 05/12  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.484615999,2.483935414,2.485700643,2.486006571,2.487454874,1.095368,3.935715328,1.095368,0.685412,0.685412,0.997365613,0.997413136,0.997838005,0.997991813,0.998686084
 05/12  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.488444546,2.487983715,2.489511618,2.489803366,2.491138152,1.095368,3.935715328,1.095368,0.685412,0.685412,0.998237846,0.998344637,0.998715477,0.998864662,0.999512498
 05/12  22:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.488000364,2.48739177,2.489036843,2.489357854,2.490582202,0.547684,1.967857664,0.547684,0.342706,0.342706,0.997779528,0.997802574,0.998253212,0.998415062,0.99901491
 05/12  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.499362071,2.498439663,2.500357158,2.500732907,2.50187537,0.547684,1.967857664,0.547684,0.342706,0.342706,1.002660691,1.002579852,1.003122256,1.003302997,1.003865461
 05/12  24:00:00,0,0,0,0,0,2.527510898,2.525513454,2.528850782,2.529309878,2.530750761,0,0,0,0,0,1.014803632,1.014339682,1.015393286,1.015601281,1.016274692
 05/13  01:00:00,0,0,0,0,0,2.5384332,2.535803312,2.539797776,2.540369483,2.541818749,0,0,0,0,0,1.020481517,1.01978244,1.02108393,1.021332374,1.02200722
 05/13  02:00:00,0,0,0,0,0,2.542683135,2.539689586,2.544002277,2.544648955,2.546043417,0,0,0,0,0,1.023092133,1.022211239,1.023680077,1.023962445,1.02461517
 05/13  03:00:00,0,0,0,0,0,2.54695945,2.543674775,2.548214063,2.548926364,2.550266027,0,0,0,0,0,1.025387687,1.024389716,1.025953002,1.026261846,1.026890422
 05/13  04:00:00,0,0,0,0,0,2.548552348,2.545137759,2.549734829,2.550481625,2.55175825,0,0,0,0,0,1.026075984,1.02500765,1.02661705,1.026942538,1.027545084
 05/13  05:00:00,0,0,0,0,0,2.536052705,2.533663986,2.536857274,2.537462875,2.538364912,0,0,0,0,0,1.019931877,1.019225309,1.02032836,1.020611514,1.021068218
 05/13  06:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.53556603,2.533491123,2.536274166,2.536795412,2.537660154,1.095368,3.935715328,1.095368,0.685412,0.685412,1.018971964,1.018361129,1.019327575,1.019579035,1.020011655
 05/13  07:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.760845843,0.760516691,0.761070479,0.76119023,0.761478445,2.190736,7.871430656,2.190736,1.370824,1.370824,0.254781752,0.2547417,0.254869909,0.254918374,0.255031174
 05/13  08:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.763243435,0.763283705,0.763463172,0.76353727,0.763830183,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255428098,0.255559072,0.255512856,0.255541705,0.255654838
 05/13  09:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.764326601,0.764369767,0.76455374,0.76460802,0.764908397,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255961148,0.256129291,0.256045858,0.256065141,0.25617859
 05/13  10:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.764215098,0.764330538,0.764449756,0.764469355,0.76475517,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255879064,0.256059682,0.255964755,0.255974205,0.256082431
 05/13  11:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.761602193,0.761657842,0.761889473,0.761841118,0.762136202,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255093016,0.255279221,0.25519028,0.255178795,0.255287236
 05/13  12:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.762217348,0.762386185,0.762521971,0.762430039,0.762689557,5.47684,19.67857664,5.47684,3.42706,3.42706,0.255237147,0.255465202,0.255337806,0.255311928,0.255411254
 05/13  13:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.76269568,0.763038619,0.763026508,0.762890617,0.763094528,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255353058,0.255631,0.255456356,0.255419963,0.255503697
 05/13  14:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.759026085,0.759247794,0.759420572,0.759297914,0.759401654,10.405996,37.38929562,10.405996,6.511414,6.511414,0.254442473,0.254715622,0.254558725,0.254521626,0.254580363
 05/13  15:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.759163421,0.759486589,0.759531878,0.759543697,0.759498518,10.405996,37.38929562,10.405996,6.511414,6.511414,0.254450034,0.254769719,0.254558459,0.254553297,0.25457171
 05/13  16:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.756636605,0.756999691,0.756878531,0.756911681,0.756946311,10.405996,37.38929562,10.405996,6.511414,6.511414,0.253559355,0.253863544,0.25363876,0.253642566,0.253673558
 05/13  17:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.754211105,0.754203038,0.754419453,0.75451132,0.75455278,3.286104,11.80714598,3.286104,2.056236,2.056236,0.252618526,0.252761463,0.252689791,0.252713379,0.252747072
 05/13  18:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.75385134,0.753703064,0.754034867,0.754357403,0.754183058,1.095368,3.935715328,1.095368,0.685412,0.685412,0.252317495,0.252388807,0.252382684,0.252472711,0.25244516
 05/13  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.511953557,2.510966065,2.512319779,2.513897552,2.512814178,1.095368,3.935715328,1.095368,0.685412,0.685412,1.009769216,1.009810941,1.009972284,1.010573579,1.010223184
 05/13  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.515546339,2.514415875,2.515906325,2.516848574,2.516462595,1.095368,3.935715328,1.095368,0.685412,0.685412,1.010947772,1.010855547,1.011137516,1.011548393,1.011414867
 05/13  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.524029932,2.522714088,2.524425817,2.525076878,2.525020977,1.095368,3.935715328,1.095368,0.685412,0.685412,1.014382682,1.014202774,1.014580962,1.014869427,1.014875456
 05/13  22:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.527400615,2.525809385,2.527787398,2.528428989,2.528395812,0.547684,1.967857664,0.547684,0.342706,0.342706,1.015568599,1.01524082,1.015764086,1.016048581,1.016065016
 05/13  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.537439293,2.535716082,2.537808331,2.538481615,2.538419995,0.547684,1.967857664,0.547684,0.342706,0.342706,1.019332604,1.018910622,1.01952115,1.019821954,1.019824123
 05/13  24:00:00,0,0,0,0,0,2.541962048,2.539563999,2.542437976,2.543339147,2.543219685,0,0,0,0,0,1.022161,1.021486927,1.022396212,1.02277405,1.022757674
 05/14  01:00:00,0,0,0,0,0,2.541073208,2.538557755,2.541534339,2.542503569,2.542345645,0,0,0,0,0,1.022125796,1.021358962,1.022358468,1.022771191,1.022735938
 05/14  02:00:00,0,0,0,0,0,2.540900623,2.538379887,2.541328838,2.542326211,2.542146991,0,0,0,0,0,1.0222142,1.021408172,1.022434257,1.022865713,1.022817729
 05/14  03:00:00,0,0,0,0,0,2.549016175,2.546258965,2.549389663,2.550454087,2.550260978,0,0,0,0,0,1.026571148,1.025720167,1.026768148,1.027224582,1.027167444
 05/14  04:00:00,0,0,0,0,0,2.549088498,2.546072883,2.549423835,2.55052676,2.550331643,0,0,0,0,0,1.02694559,1.025986048,1.02712589,1.027600712,1.027539727
 05/14  05:00:00,0,0,0,0,0,2.549097043,2.546967712,2.549330745,2.550112628,2.54997001,0,0,0,0,0,1.024189754,1.023469935,1.024319432,1.02469496,1.024644414
 05/14  06:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.54718628,2.545057261,2.547332664,2.548035967,2.548262865,1.095368,3.935715328,1.095368,0.685412,0.685412,1.023662565,1.022966655,1.023770915,1.024112243,1.024189034
 05/14  07:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.759824176,0.759549702,0.759854756,0.75999672,0.760728883,2.190736,7.871430656,2.190736,1.370824,1.370824,0.254036596,0.253987304,0.254060826,0.254120837,0.254333446
 05/14  08:00:00,9.392266591,33.74691208,9.392266591,5.877086266,5.877086266,0.75439033,0.75468098,0.754464588,0.75451161,0.755850913,10.405996,37.38929562,10.405996,6.511414,6.511414,0.252338375,0.252548288,0.252363379,0.2523825,0.252784905
 05/14  09:00:00,17.18159551,61.73438408,17.18159551,10.75115554,10.75115554,0.752087906,0.752672009,0.752190549,0.752160664,0.753699294,10.405996,37.38929562,10.405996,6.511414,6.511414,0.251404435,0.251741474,0.251445494,0.251432928,0.251893497
 05/14  10:00:00,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,0.750369386,0.75106843,0.750647379,0.75040113,0.752098101,10.405996,37.38929562,10.405996,6.511414,6.511414,0.250933108,0.251329735,0.250986125,0.250943726,0.251443979
 05/14  11:00:00,13.77530914,49.49541645,13.77530914,8.619717015,8.619717015,0.749022315,0.74992792,0.749646858,0.749008874,0.75041221,10.405996,37.38929562,10.405996,6.511414,6.511414,0.250661516,0.251163459,0.250744944,0.250650046,0.251012533
 05/14  12:00:00,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644,0.748865384,0.749920281,0.749771579,0.748821163,0.749647697,5.47684,19.67857664,5.47684,3.42706,3.42706,0.250629259,0.251202947,0.250767597,0.250600549,0.250835735
 05/14  13:00:00,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,0.750142672,0.751299204,0.75108501,0.750106857,0.750667588,10.405996,37.38929562,10.405996,6.511414,6.511414,0.251229591,0.251856108,0.251395635,0.251198957,0.251380528
 05/14  14:00:00,13.77532667,49.49547944,13.77532667,8.619727986,8.619727986,0.748690016,0.749612545,0.74944839,0.748860795,0.749204199,10.405996,37.38929562,10.405996,6.511414,6.511414,0.250950379,0.251523926,0.251099409,0.250951891,0.251098727
 05/14  15:00:00,15.42837148,55.43495713,15.42837148,9.654098854,9.654098854,0.748376577,0.749160533,0.749047541,0.749049544,0.748926939,10.405996,37.38929562,10.405996,6.511414,6.511414,0.250815642,0.251309597,0.250948005,0.250952187,0.250983445
 05/14  16:00:00,13.14918024,47.2457021,13.14918024,8.22792516,8.22792516,0.747132991,0.747989063,0.747656332,0.748499955,0.747692908,10.405996,37.38929562,10.405996,6.511414,6.511414,0.250469523,0.250971946,0.250592346,0.250830936,0.250645981
 05/14  17:00:00,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644,0.744432442,0.744979212,0.744853942,0.745926194,0.745015715,3.286104,11.80714598,3.286104,2.056236,2.056236,0.249445193,0.249803714,0.249561308,0.249875101,0.249638541
 05/14  18:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.743155899,0.743431198,0.743546213,0.744612623,0.743748185,1.095368,3.935715328,1.095368,0.685412,0.685412,0.248970039,0.249208664,0.249076468,0.249408403,0.249169016
 05/14  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.479456386,2.480040071,2.480501074,2.482398768,2.481107048,1.095368,3.935715328,1.095368,0.685412,0.685412,0.995871506,0.996555329,0.996285944,0.997086438,0.996635878
 05/14  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.48746913,2.487728111,2.488566369,2.489463859,2.489235466,1.095368,3.935715328,1.095368,0.685412,0.685412,0.99876565,0.999236772,0.999212261,0.999636574,0.999584376
 05/14  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.496536561,2.49653965,2.497685331,2.498350919,2.49836054,1.095368,3.935715328,1.095368,0.685412,0.685412,1.001980404,1.002322715,1.002461953,1.002783186,1.00283314
 05/14  22:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.507729703,2.507402534,2.508872431,2.509601791,2.50954275,0.547684,1.967857664,0.547684,0.342706,0.342706,1.006766851,1.006962818,1.007261724,1.007607151,1.007625873
 05/14  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.509763343,2.509291979,2.510867817,2.511663794,2.511508066,0.547684,1.967857664,0.547684,0.342706,0.342706,1.007284197,1.007384313,1.007772578,1.008148985,1.008119111
 05/14  24:00:00,0,0,0,0,0,2.518889166,2.518150797,2.520336503,2.521360012,2.521066055,0,0,0,0,0,1.010852507,1.010782281,1.011468903,1.011935546,1.011852167
 05/15  01:00:00,0,0,0,0,0,2.526620612,2.525501401,2.528099083,2.529258721,2.528889178,0,0,0,0,0,1.014563334,1.014359316,1.01520098,1.015723769,1.015602437
 05/15  02:00:00,0,0,0,0,0,2.529880403,2.52842173,2.531319728,2.532563512,2.532154307,0,0,0,0,0,1.016349189,1.016001516,1.016977637,1.01753775,1.017393088
